,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Position,Date of Birth,Age,Nationality,Market Value
84,Gianluigi Donnarumma,304,PSG,24, GK  ,38,3410,0,0.0,20.2,84.0,0.0,1.9,0.0,6.88,0,3,0,0.0,0.3,3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,Goalkeeper,"Feb 25, 1999",24,Italy,€45.00m
85,Sergio Ramos,304,PSG,37, D(CR)  ,31(2),2709,1,0.1,75.5,94.8,0.1,4.8,0.0,6.82,2,3,1,0.6,1.7,0,0.2,0.7,0.1,0.2,0.2,1.0,1.0,1.1,0.5,2.8,0.6,0.4,0,Centre-Back,"Mar 30, 1986",37,Spain,€4.50m
86,Danilo Pereira,304,PSG,31," D(C),DMC  ",27(6),2411,0,0.1,61.8,94.6,0.0,2.5,0.0,6.76,2,3,0,0.7,1.0,0,0.3,0.4,0.0,0.3,0.4,1.0,1.1,0.5,0.4,1.8,0.2,0.6,0,Defensive Midfield,"Sep 9, 1991",31,Portugal,€10.00m
87,Nordi Mukiele,304,PSG,25," D(CR),M(R)  ",12(7),1133,3,0.5,31.7,88.4,0.1,0.6,0.0,6.76,0,0,0,0.6,1.1,1,0.3,0.7,0.1,0.6,0.6,1.6,0.7,0.8,0.1,0.8,0.5,0.5,0,Right-Back,"Nov 1, 1997",25,France,€18.00m
88,Vitinha,304,PSG,23, M(C)  ,29(7),2461,3,0.8,53.4,92.4,0.1,1.3,0.1,6.74,2,3,0,0.9,0.1,0,0.9,0.5,0.0,0.9,0.9,1.6,0.7,0.9,0.0,0.4,1.6,0.1,0,Central Midfield,"Feb 13, 2000",23,Portugal,€42.00m
89,Marquinhos,304,PSG,29," D(CR),DMC  ",30(3),2718,0,0.3,65.2,95.4,0.0,1.9,0.0,6.72,2,4,0,0.5,1.1,0,0.0,0.3,0.0,0.2,0.4,1.0,0.7,0.4,0.3,2.4,0.2,0.8,1,Centre-Back,"May 14, 1994",29,Brazil,€65.00m
90,Arnaud Kalimuendo,313,Rennes,21, FW  ,24(6),1862,3,0.4,14.1,84.4,0.0,0.1,0.0,6.62,7,0,0,1.4,0.4,1,0.8,0.8,0.2,1.2,1.9,0.5,0.1,0.5,0.0,0.3,0.5,0.1,0,Centre-Forward,"Jan 20, 2002",21,France,€22.00m
91,Juan Bernat,304,PSG,30," D(L),M(CL)  ",18(10),1648,4,0.8,33.7,93.3,0.1,0.4,0.0,6.61,1,1,0,0.3,0.2,0,0.8,0.3,0.0,0.3,0.3,1.1,0.3,0.3,0.1,0.7,0.6,0.1,0,Left-Back,"Mar 1, 1993",30,Spain,€10.00m
92,Carlos Soler,304,PSG,26, M(CLR)  ,14(12),1188,2,0.5,23.5,87.4,0.2,0.5,0.1,6.46,3,0,0,0.4,0.0,1,0.2,0.5,0.0,0.5,0.8,0.8,0.2,0.7,0.0,0.2,0.3,0.2,0,Central Midfield,"Jan 2, 1997",26,Spain,€25.00m
93,Renato Sanches,304,PSG,25, M(CR)  ,6(17),705,0,0.4,28.6,91.6,0.0,1.4,0.0,6.43,2,1,0,0.6,0.2,0,0.6,0.4,0.0,0.3,0.6,0.3,0.4,1.0,0.0,0.2,0.4,0.1,0,Central Midfield,"Aug 18, 1997",25,Portugal,€15.00m
94,Warren Zaïre-Emery,304,PSG,17, M(R)  ,8(18),919,0,0.2,22.7,92.0,0.0,0.2,0.0,6.31,2,1,0,0.3,0.1,0,0.6,0.2,0.1,0.5,0.4,0.7,0.5,0.3,0.1,0.4,0.8,0.0,0,Central Midfield,"Mar 8, 2006",17,France,€20.00m
95,Amine Gouiri,313,Rennes,23," AM(L),FW  ",29(4),2532,3,1.1,22.1,79.8,0.2,0.5,0.1,7.12,15,3,0,2.2,0.9,1,1.0,0.5,0.2,1.1,2.2,1.3,0.4,1.2,0.0,0.3,0.6,0.0,0,Left Winger,"Feb 16, 2000",23,Algeria,€35.00m
96,Gaëtan Laborde,613,Nice,29," AM(CLR),FW  ",28(5),2514,3,1.3,19.3,71.0,0.5,0.3,0.1,7.12,13,0,0,2.3,1.5,4,0.8,0.8,0.2,0.9,2.1,1.4,0.3,0.8,0.0,0.4,0.7,0.1,0,Centre-Forward,"May 3, 1994",29,France,€16.00m
97,Hicham Boudaoui,613,Nice,23, M(CR)  ,22(5),1882,2,0.9,44.4,89.7,0.2,1.1,0.0,6.97,1,5,0,0.8,0.3,0,1.1,1.3,0.0,0.6,1.0,2.5,1.3,1.1,0.0,0.6,0.7,0.2,0,Central Midfield,"Sep 23, 1999",23,Algeria,€8.00m
98,Nicolas Pépé,613,Nice,28," AM(LR),FW  ",17(2),1529,0,1.5,33.6,83.1,0.9,0.7,0.1,6.96,6,2,0,2.6,0.4,1,1.8,1.8,0.3,2.7,2.4,1.3,0.2,0.7,0.0,0.1,0.7,0.0,0,Right Winger,"May 29, 1995",28,Cote d'Ivoire,€18.00m
99,Dante,613,Nice,39, D(C)  ,37,3300,2,0.3,71.0,90.1,0.0,4.2,0.1,6.94,1,6,0,0.6,2.0,0,0.2,0.5,0.0,0.2,0.4,1.9,1.3,1.0,0.3,3.3,0.6,0.8,0,Centre-Back,"Oct 18, 1983",39,Brazil,€600k
100,Khéphren Thuram,613,Nice,22," DMC,M(L)  ",30(5),2560,4,1.0,37.7,86.9,0.1,1.2,0.1,6.91,2,3,0,1.1,0.5,1,1.3,0.5,0.1,1.0,0.9,1.5,1.1,0.9,0.0,0.9,0.7,0.4,0,Central Midfield,"Mar 26, 2001",22,France,€40.00m
101,Jordan Lotomba,613,Nice,24," D(LR),M(R)  ",27(6),2456,2,0.5,34.7,85.2,0.4,0.6,0.1,6.82,0,4,0,0.4,0.8,2,1.2,0.9,0.0,0.7,1.2,2.0,1.0,0.7,0.2,1.4,0.5,0.3,0,Right-Back,"Sep 29, 1998",24,Switzerland,€8.00m
102,Kasper Schmeichel,613,Nice,36, GK  ,36,3240,0,0.1,29.7,74.9,0.0,7.4,0.0,6.79,0,0,0,0.0,0.1,2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0,Goalkeeper,"Nov 5, 1986",36,Denmark,€2.00m
103,Jean-Clair Todibo,613,Nice,23, D(C)  ,33(1),2873,0,0.1,63.8,88.9,0.0,3.1,0.0,6.79,0,2,2,0.4,1.1,1,0.6,0.4,0.0,0.3,0.7,2.2,1.2,0.6,0.5,3.1,0.4,0.6,0,Centre-Back,"Dec 30, 1999",23,France,€30.00m
104,Melvin Bard,613,Nice,22," D(L),M(L)  ",28(5),2460,0,0.3,37.3,82.3,0.3,1.2,0.0,6.75,0,6,0,0.2,1.0,0,0.7,0.6,0.1,0.5,0.7,2.9,1.9,0.9,0.2,1.0,0.9,0.1,0,Left-Back,"Nov 6, 2000",22,France,€7.00m
105,Sofiane Diop,613,Nice,23, AM(CLR)  ,14(8),1231,4,1.0,29.6,82.5,0.5,1.2,0.0,6.73,1,1,0,1.3,0.5,1,1.0,1.2,0.1,1.0,1.8,1.0,0.7,0.4,0.0,0.1,0.6,0.1,0,Left Winger,"Jun 9, 2000",23,Morocco,€15.00m
106,Badredine Bouanani,613,Nice,18, AM(R)  ,9(10),861,4,1.2,17.1,83.3,0.6,0.9,0.1,6.72,0,0,0,1.3,0.1,0,1.4,1.1,0.1,0.7,1.2,0.7,0.1,0.5,0.0,0.0,0.4,0.0,0,Right Winger,"Dec 8, 2004",18,Algeria,€6.00m
107,Aaron Ramsey,613,Nice,32, M(CLR)  ,18(9),1588,1,1.0,37.7,87.8,0.6,2.5,0.1,6.69,1,3,0,0.8,0.2,1,0.5,0.7,0.1,1.2,0.9,1.7,0.6,0.9,0.0,0.6,0.9,0.1,0,Central Midfield,"Dec 26, 1990",32,Wales,€2.50m
108,Alexis Claude-Maurice,309,Lens,25, AM(CL)  ,5(15),597,3,0.4,11.6,86.2,0.1,0.2,0.0,6.56,5,0,0,0.7,0.2,1,0.6,0.8,0.0,0.7,0.9,0.7,0.1,0.4,0.0,0.1,0.5,0.0,0,Attacking Midfield,"Jun 6, 1998",25,France,€4.50m
109,Ross Barkley,613,Nice,29, M(CLR)  ,9(18),923,2,1.1,16.5,83.6,0.5,0.8,0.0,6.54,4,1,0,1.4,0.1,0,0.4,0.6,0.0,0.9,0.4,0.6,0.3,0.5,0.0,0.2,0.2,0.1,0,Central Midfield,"Dec 5, 1993",29,England,€6.00m
110,Pablo Rosario,613,Nice,26," D(C),DMC  ",17(14),1760,1,0.6,33.2,89.4,0.1,1.6,0.0,6.4,0,6,0,0.3,0.5,0,0.2,0.4,0.0,0.4,0.7,1.5,0.7,0.6,0.2,1.0,0.5,0.2,0,Defensive Midfield,"Jan 7, 1997",26,Netherlands,€6.00m
111,Billal Brahimi,613,Nice,23," AM(L),FW  ",5(21),786,2,0.7,11.5,83.2,0.7,0.2,0.0,6.39,3,0,0,0.8,0.1,1,0.7,0.3,0.2,0.5,1.0,0.3,0.2,0.1,0.0,0.0,0.2,0.0,0,Left Winger,"Mar 14, 2000",23,Algeria,€7.00m
112,Rémy Cabella,607,Lille,33," M(CLR),FW  ",28(4),2535,10,3.2,49.1,84.3,1.6,0.9,0.2,7.38,7,3,0,1.3,0.3,5,1.3,1.4,0.1,1.1,1.5,2.0,0.5,0.8,0.0,0.2,1.1,0.2,0,Attacking Midfield,"Mar 8, 1990",33,France,€5.00m
113,Jonathan David,607,Lille,23," AM(C),FW  ",36(1),3179,4,1.4,23.2,82.7,0.1,0.4,0.1,7.18,24,6,0,2.9,0.4,5,0.8,1.6,0.6,1.4,2.4,0.6,0.2,1.1,0.0,0.3,0.5,0.1,0,Centre-Forward,"Jan 14, 2000",23,Canada,€60.00m
114,Benjamin André,607,Lille,32," D(R),M(CLR)  ",33(1),2919,1,0.6,67.6,84.3,0.0,5.2,0.1,7.16,1,12,0,0.7,2.7,3,0.6,1.1,0.0,1.0,1.1,3.8,1.4,1.7,0.1,1.6,1.6,0.2,0,Defensive Midfield,"Aug 3, 1990",32,France,€9.00m
115,Edon Zhegrova,607,Lille,24, AM(R)  ,11(11),1056,4,1.4,23.1,82.5,1.1,0.6,0.1,7.08,3,1,0,1.9,0.0,2,2.4,0.7,0.1,0.8,1.5,0.8,0.1,0.5,0.0,0.0,0.4,0.0,0,Right Winger,"Mar 31, 1999",24,Kosovo,€8.00m
116,Jonathan Bamba,607,Lille,27," AM(CLR),FW  ",32(2),2790,7,1.4,37.7,83.8,0.4,0.9,0.1,6.91,6,6,0,2.1,0.6,2,1.0,1.7,0.4,1.8,1.9,1.1,0.6,1.0,0.0,0.4,0.9,0.0,0,Left Winger,"Mar 26, 1996",27,Cote d'Ivoire,€20.00m
117,Ismaily,607,Lille,33, D(L)  ,21(2),1785,1,0.9,42.5,81.0,0.1,0.5,0.0,6.83,2,0,0,0.6,1.6,0,0.7,1.0,0.1,1.3,1.1,1.8,0.9,0.6,0.3,1.4,0.7,0.2,0,Left-Back,"Jan 11, 1990",33,Brazil,€2.50m
118,Adam Ounas,607,Lille,26," AM(CLR),FW  ",12(9),1065,1,1.2,23.0,79.7,0.6,1.3,0.1,6.8,1,2,0,1.2,0.2,1,1.8,1.4,0.1,1.2,1.2,1.0,0.3,0.7,0.0,0.1,0.2,0.0,0,Right Winger,"Nov 11, 1996",26,Algeria,€7.00m
119,Angel Gomes,607,Lille,22," M(CL),FW  ",34(2),2836,6,0.9,47.6,87.9,0.3,3.0,0.1,6.71,2,9,0,1.6,0.3,1,0.8,1.4,0.0,0.7,1.1,1.1,0.4,1.5,0.0,0.3,0.9,0.1,0,Attacking Midfield,"Aug 31, 2000",22,England,€16.00m
120,André Gomes,607,Lille,29, M(CLR)  ,18(8),1628,2,0.5,50.5,89.2,0.1,2.5,0.0,6.71,3,6,0,0.7,0.7,1,1.1,0.7,0.0,1.0,1.2,1.4,0.3,1.9,0.1,0.6,1.3,0.2,0,Central Midfield,"Jul 30, 1993",29,Portugal,€16.00m
121,Tiago Djaló,607,Lille,23, D(CLR)  ,24(1),2022,0,0.1,62.9,93.1,0.0,2.6,0.0,6.69,2,7,0,0.6,1.1,1,0.2,0.7,0.0,0.3,0.2,1.2,0.9,0.8,0.4,2.1,0.3,0.4,1,Centre-Back,"Apr 9, 2000",23,Portugal,€16.00m
122,Bafodé Diakité,607,Lille,22, D(CR)  ,29(4),2656,0,0.2,51.1,89.8,0.1,1.3,0.0,6.66,3,6,0,0.6,1.2,1,0.6,0.4,0.0,0.5,0.8,1.6,0.5,1.4,0.2,1.6,0.8,0.2,1,Right-Back,"Jan 6, 2001",22,France,€10.00m
123,Lucas Chevalier,607,Lille,21, GK  ,32,2880,0,0.1,27.7,74.2,0.0,3.5,0.0,6.63,0,1,0,0.0,0.1,0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0,Goalkeeper,"Nov 6, 2001",21,France,€10.00m
124,José Fonte,607,Lille,39, D(C)  ,30(1),2593,0,0.1,63.5,90.3,0.0,3.9,0.0,6.58,1,7,0,0.5,2.0,1,0.1,0.3,0.0,0.1,0.3,0.7,0.8,0.8,0.6,3.5,0.4,0.5,1,Centre-Back,"Dec 22, 1983",39,Portugal,€600k
125,Timothy Weah,607,Lille,23," D(LR),M(LR),FW  ",18(11),1748,2,0.6,29.8,85.1,0.4,0.9,0.0,6.53,0,2,0,1.0,0.4,0,0.7,0.6,0.1,0.3,0.8,0.8,0.8,0.6,0.2,0.5,0.4,0.1,0,Right Midfield,"Feb 22, 2000",23,United States,€14.00m
126,Akim Zedadka,308,Auxerre,28," D(R),M(R)  ",19(1),1603,0,0.7,26.6,78.9,0.6,1.0,0.1,6.51,0,5,0,0.5,1.2,0,0.5,1.4,0.0,0.9,1.4,1.8,1.2,1.2,0.4,2.0,0.7,0.2,0,Right-Back,"May 30, 1995",28,Algeria,€2.50m
127,Benoît Costil,308,Auxerre,35, GK  ,19,1710,0,0.0,27.3,66.5,0.0,8.4,0.0,6.32,0,0,0,0.0,0.1,0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.1,0.0,0,Goalkeeper,"Jul 3, 1987",35,France,€1.00m
128,Mohamed Bayo,607,Lille,25, FW  ,6(21),640,1,0.4,4.7,63.8,0.0,0.1,0.0,6.29,4,1,0,0.8,0.5,0,0.4,0.1,0.2,0.5,0.8,0.1,0.0,0.5,0.0,0.0,0.4,0.0,0,Centre-Forward,"Jun 4, 1998",25,Guinea,€6.00m
129,Carlos Baleba,607,Lille,19, DMC  ,5(14),472,0,0.1,15.7,83.6,0.0,1.3,0.0,6.27,0,3,1,0.6,0.4,0,0.8,0.9,0.0,0.9,0.6,0.7,0.1,0.7,0.1,0.2,0.3,0.2,0,Defensive Midfield,"Jan 3, 2004",19,Cameroon,€5.00m
130,Neto Borges,941,Clermont Foot,26," D(L),M(L)  ",33,2840,1,0.8,34.9,79.5,0.6,0.8,0.0,6.91,3,2,2,0.7,1.1,4,1.4,1.4,0.2,0.6,1.3,2.3,1.2,0.6,0.2,1.5,0.9,0.3,0,Left-Back,"Sep 13, 1996",26,Brazil,€4.00m
131,Mory Diaw,941,Clermont Foot,30, GK  ,37,3330,0,0.1,34.9,66.8,0.0,8.4,0.0,6.82,0,0,0,0.0,0.1,3,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.1,0.0,0,Goalkeeper,"Jun 22, 1993",30,Senegal,€2.00m
132,Johan Gastien,941,Clermont Foot,35, DMC  ,29(2),2607,3,0.9,65.3,84.7,0.7,5.3,0.1,6.79,4,7,0,0.6,0.3,2,0.3,1.1,0.0,0.4,0.8,2.0,1.2,0.6,0.1,0.7,2.4,0.2,0,Defensive Midfield,"Jan 25, 1988",35,France,€700k
133,Alidu Seidu,941,Clermont Foot,23, D(CR)  ,28,2463,0,0.3,43.7,86.8,0.2,2.2,0.0,6.75,0,10,1,0.2,0.9,0,1.1,2.5,0.0,0.5,1.2,1.9,1.9,1.2,0.1,1.7,0.7,0.5,0,Centre-Back,"Jun 4, 2000",23,Ghana,€7.00m
134,Saîf-Eddine Khaoui,941,Clermont Foot,28, AM(CR)  ,23(11),2036,3,1.1,19.1,73.1,0.3,0.7,0.0,6.74,7,4,0,1.4,0.4,2,0.7,1.1,0.2,0.7,1.3,1.4,1.0,0.7,0.0,0.2,0.9,0.1,0,Attacking Midfield,"Apr 27, 1995",28,Tunisia,€2.00m
135,Maximiliano Caufriez,941,Clermont Foot,26, D(CR)  ,25(1),2224,0,0.0,43.1,88.7,0.0,2.5,0.0,6.65,1,8,1,0.5,0.8,1,0.2,1.3,0.0,0.3,0.5,1.5,1.3,1.1,0.3,2.4,0.3,0.7,0,Centre-Back,"Feb 16, 1997",26,Belgium,€2.50m
136,Grejohn Kyei,941,Clermont Foot,27, FW  ,26(11),2244,3,0.4,13.9,72.4,0.1,0.5,0.0,6.65,10,3,0,1.6,1.3,5,1.1,1.1,0.4,1.3,2.6,0.4,0.2,1.6,0.0,0.6,0.2,0.1,0,Centre-Forward,"Aug 12, 1995",27,France,€2.50m
137,Mateusz Wieteska,941,Clermont Foot,26, D(C)  ,35,3120,1,0.1,45.8,82.8,0.0,2.2,0.0,6.61,0,7,1,0.5,2.2,1,0.3,0.9,0.0,0.2,0.3,1.2,1.6,0.8,0.5,2.6,0.4,0.8,0,Centre-Back,"Feb 11, 1997",26,Poland,€3.00m
138,Elbasan Rashani,941,Clermont Foot,30, AM(CLR)  ,26(6),2173,3,0.6,20.3,80.3,0.2,0.3,0.0,6.57,3,3,0,1.1,0.5,1,0.7,0.9,0.1,0.8,1.5,1.2,0.7,1.1,0.0,0.5,0.8,0.1,0,Left Winger,"May 9, 1993",30,Kosovo,€2.00m
139,Muhammed Cham,941,Clermont Foot,22, AM(C)  ,23(15),1976,4,0.8,25.0,83.1,0.5,1.0,0.1,6.55,7,2,0,1.4,0.2,1,0.8,1.1,0.0,1.5,1.0,0.8,0.2,0.4,0.0,0.1,0.6,0.0,0,Attacking Midfield,"Sep 26, 2000",22,Austria,€6.00m
140,Maxime Gonalons,941,Clermont Foot,34," D(C),M(C)  ",19(6),1457,0,0.4,33.1,88.6,0.0,2.3,0.0,6.55,1,3,0,0.2,0.6,1,0.6,0.9,0.0,0.4,0.8,2.1,0.8,1.0,0.0,0.3,1.1,0.0,0,Defensive Midfield,"Mar 10, 1989",34,France,€900k
141,Yohann Magnin,941,Clermont Foot,26, DMC  ,25(13),2393,0,0.6,34.4,84.9,0.1,1.7,0.0,6.49,0,6,0,0.4,0.7,0,0.2,1.3,0.1,0.3,0.5,2.3,0.7,1.3,0.1,1.0,1.4,0.3,0,Defensive Midfield,"Jun 21, 1997",26,France,€2.50m
142,Jim Allevinah,941,Clermont Foot,28, M(LR)  ,25(11),2248,1,0.5,20.3,82.4,0.3,0.3,0.0,6.45,1,2,0,0.8,0.3,0,0.9,1.5,0.0,1.1,1.3,1.1,0.7,0.6,0.1,0.5,1.2,0.1,0,Right Winger,"Feb 27, 1995",28,Gabon,€2.00m
143,Komnen Andric,941,Clermont Foot,27, FW  ,16(18),1442,3,0.4,12.5,75.3,0.0,0.5,0.0,6.34,4,4,0,0.9,1.3,0,0.2,1.2,0.2,0.9,1.4,0.4,0.2,0.5,0.0,0.4,0.4,0.0,0,Centre-Forward,"Jul 1, 1995",27,Serbia,€1.80m
144,Florent Ogier,941,Clermont Foot,34, D(C)  ,18(8),1695,1,0.2,34.4,79.4,0.0,2.6,0.0,6.33,0,4,0,0.1,1.1,0,0.2,0.3,0.0,0.0,0.3,1.3,0.7,0.6,0.3,2.3,0.7,0.5,0,Centre-Back,"Mar 21, 1989",34,France,€450k
145,Jérémie Bela,941,Clermont Foot,30, M(LR)  ,7(12),737,1,0.2,10.2,72.2,0.2,0.1,0.0,6.28,1,0,0,0.6,0.1,0,0.5,0.9,0.0,0.4,1.0,0.3,0.5,0.4,0.0,0.4,0.1,0.1,0,Left Winger,"Apr 8, 1993",30,Angola,€1.50m
146,Aleksandr Golovin,248,Monaco,27, M(CLR)  ,29(5),2484,7,1.7,28.4,74.8,1.0,1.3,0.1,7.11,8,5,0,1.4,0.5,3,0.8,0.7,0.2,0.9,1.4,1.8,1.1,1.1,0.0,0.2,1.3,0.0,0,Attacking Midfield,"May 30, 1996",27,Russia,€28.00m
147,Wissam Ben Yedder,248,Monaco,32," AM(C),FW  ",28(4),2130,6,0.8,18.2,76.5,0.1,0.3,0.0,7.07,19,4,0,2.3,0.5,4,0.7,0.7,0.7,1.0,1.1,0.5,0.1,0.6,0.0,0.0,0.3,0.0,0,Centre-Forward,"Aug 12, 1990",32,France,€15.00m
148,Vanderson,248,Monaco,22," D(R),M(R)  ",24(7),2220,4,0.9,35.2,77.9,0.7,2.2,0.0,6.93,1,3,1,0.8,0.9,2,0.9,0.6,0.1,0.7,1.2,2.7,1.5,1.2,0.1,1.0,1.0,0.3,0,Right-Back,"Jun 21, 2001",22,Brazil,€20.00m
149,Caio Henrique,248,Monaco,25," D(L),M(CL)  ",32(3),2898,9,1.5,44.2,80.3,1.1,1.7,0.1,6.92,1,3,0,0.3,0.5,2,0.5,0.7,0.0,0.3,0.8,2.1,0.7,0.4,0.2,1.5,0.9,0.2,1,Left-Back,"Jul 31, 1997",25,Brazil,€20.00m
150,Youssouf Fofana,248,Monaco,24, DMC  ,35(1),3089,2,0.9,47.7,82.5,0.0,2.6,0.2,6.89,2,1,2,1.2,0.6,0,1.3,1.1,0.1,1.1,1.3,2.3,1.6,1.4,0.0,0.9,1.0,0.2,1,Central Midfield,"Jan 10, 1999",24,France,€25.00m
151,Axel Disasi,248,Monaco,25, D(C)  ,37(1),3330,3,0.2,50.5,83.8,0.1,3.7,0.0,6.83,3,3,0,0.8,2.6,1,0.6,0.3,0.0,0.4,0.5,0.8,1.5,0.8,0.4,2.9,0.4,0.8,0,Centre-Back,"Mar 11, 1998",25,France,€30.00m
152,Breel Embolo,248,Monaco,26," AM(CR),FW  ",19(13),1856,2,0.9,13.6,70.1,0.0,0.3,0.0,6.83,12,3,0,1.3,1.1,1,1.0,1.8,0.4,1.4,2.1,0.5,0.2,1.6,0.1,0.4,0.2,0.1,0,Centre-Forward,"Feb 14, 1997",26,Switzerland,€20.00m
153,Mohamed Camara,248,Monaco,23, DMC  ,25(4),2200,3,0.6,43.8,87.6,0.1,3.4,0.1,6.78,0,6,1,0.9,0.5,1,0.8,2.0,0.0,0.9,1.2,2.9,0.9,1.6,0.1,0.4,1.5,0.2,0,Defensive Midfield,"Jan 6, 2000",23,Mali,€30.00m
154,Krépin Diatta,248,Monaco,24," M(CLR),FW  ",22(9),2079,2,0.8,22.4,79.4,0.5,0.4,0.0,6.78,4,3,0,1.3,1.3,1,1.0,0.8,0.3,0.6,1.5,1.0,0.5,0.6,0.0,0.4,0.6,0.0,0,Right Winger,"Feb 25, 1999",24,Senegal,€15.00m
155,Guillermo Maripán,248,Monaco,29, D(C)  ,25(1),2160,0,0.1,44.6,87.5,0.0,3.0,0.0,6.76,3,4,1,0.6,1.8,1,0.0,0.3,0.0,0.2,0.3,1.8,1.5,1.0,0.4,3.2,0.6,1.0,1,Centre-Back,"May 6, 1994",29,Chile,€10.00m
156,Sofiane Diop,613,Nice,23, AM(CLR)  ,14(8),1231,4,1.0,29.6,82.5,0.5,1.2,0.0,6.73,1,1,0,1.3,0.5,1,1.0,1.2,0.1,1.0,1.8,1.0,0.7,0.4,0.0,0.1,0.6,0.1,0,Left Winger,"Jun 9, 2000",23,Morocco,€15.00m
157,Alexander Nübel,248,Monaco,26, GK  ,38,3420,0,0.0,24.7,69.4,0.0,6.8,0.0,6.68,0,2,0,0.0,0.2,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,Goalkeeper,"Sep 30, 1996",26,Germany,€8.00m
158,Eliesse Ben Seghir,248,Monaco,18, FW  ,13(6),1060,1,0.7,22.5,79.6,0.0,0.5,0.1,6.64,4,1,0,1.1,0.5,1,0.7,1.8,0.2,1.2,2.1,0.9,0.2,0.9,0.0,0.0,0.4,0.1,0,Attacking Midfield,"Feb 16, 2005",18,Morocco,€18.00m
159,Ruben Aguilar,248,Monaco,30," D(R),M(R)  ",14(6),1176,0,0.2,33.8,84.4,0.3,0.9,0.0,6.34,0,3,0,0.2,0.6,0,0.4,0.7,0.1,0.2,0.7,1.0,0.9,0.8,0.0,1.3,0.7,0.1,0,Right-Back,"Apr 26, 1993",30,France,€7.00m
160,Eliot Matazo,248,Monaco,21, DMC  ,13(10),1176,0,0.1,21.2,81.8,0.0,1.5,0.0,6.29,1,2,0,0.2,0.4,0,0.2,0.5,0.0,0.5,0.4,1.1,0.7,0.8,0.0,0.4,0.7,0.2,0,Central Midfield,"Feb 15, 2002",21,Belgium,€7.00m
161,Ismail Jakobs,248,Monaco,23," D(L),M(L)  ",9(23),1102,2,0.4,16.1,69.1,0.4,0.2,0.0,6.27,0,3,0,0.4,1.6,0,0.2,0.3,0.0,0.2,0.5,0.3,0.3,0.4,0.1,0.5,0.2,0.0,0,Left-Back,"Aug 17, 1999",23,Senegal,€6.00m
162,Gideon Mensah,308,Auxerre,24," D(L),M(L)  ",26,2263,0,1.0,44.2,79.6,0.6,2.5,0.1,6.73,0,5,0,0.2,0.8,2,1.0,0.7,0.0,0.5,1.7,3.1,1.5,1.1,0.2,1.5,1.3,0.4,0,Left-Back,"Jul 18, 1998",24,Ghana,€2.50m
163,Jubal,308,Auxerre,29, D(C)  ,35(2),3216,1,0.1,36.2,81.9,0.1,3.8,0.0,6.73,3,7,0,0.5,2.1,2,0.1,0.6,0.1,0.1,0.6,1.1,1.4,1.0,0.8,5.1,0.5,0.9,0,Centre-Back,"Aug 29, 1993",29,Brazil,€2.00m
164,Hamza Sakhi,308,Auxerre,27, AM(C)  ,18(9),1660,2,1.4,31.5,86.4,0.8,3.7,0.1,6.63,1,1,0,1.1,0.2,2,0.6,0.8,0.2,0.5,0.7,1.6,0.9,0.5,0.0,0.3,0.7,0.0,0,Attacking Midfield,"Jun 7, 1996",27,Morocco,€2.00m
165,Isaak Touré,308,Auxerre,20, D(C)  ,18(1),1591,0,0.4,40.9,87.5,0.0,2.1,0.0,6.61,1,3,1,0.4,1.3,1,0.4,0.7,0.0,0.1,0.4,1.5,1.4,1.1,0.4,2.7,0.2,0.6,0,Centre-Back,"Mar 28, 2003",20,France,€6.00m
166,Birama Touré,308,Auxerre,31, DMC  ,38,3405,0,0.1,39.9,81.1,0.1,3.5,0.0,6.59,2,3,0,0.7,1.5,0,0.3,0.6,0.0,0.4,1.0,2.1,1.8,1.3,0.0,1.2,1.6,0.2,0,Defensive Midfield,"Jun 6, 1992",31,Mali,€1.80m
167,Mathias Autret,308,Auxerre,32, M(CLR)  ,16(7),1302,2,1.2,22.6,81.1,0.9,2.7,0.1,6.56,2,0,0,1.0,0.2,0,0.4,0.2,0.1,0.2,0.8,1.0,0.5,0.3,0.0,0.4,0.4,0.1,0,Attacking Midfield,"Mar 1, 1991",32,France,€800k
168,Akim Zedadka,308,Auxerre,28," D(R),M(R)  ",19(1),1603,0,0.7,26.6,78.9,0.6,1.0,0.1,6.51,0,5,0,0.5,1.2,0,0.5,1.4,0.0,0.9,1.4,1.8,1.2,1.2,0.4,2.0,0.7,0.2,0,Right-Back,"May 30, 1995",28,Algeria,€2.50m
