,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Position,Date of Birth,Age,Nationality,Market Value
85,Janik Haberer,796,Union Berlin,29," M(CLR),FW  ",30(2),2213,1,0.7,20.3,73.8,0.1,0.7,0.0,6.63,5,1,0,1.0,1.2,1,0.3,1.2,0.0,0.6,1.1,0.9,0.4,1.1,0.0,0.8,1.0,0.1,0,M,"Apr 2, 1994",29,Germany,€7.00m
86,Diogo Leite,796,Union Berlin,24, D(C)  ,26(2),2254,1,0.1,48.3,78.6,0.1,3.9,0.0,6.58,0,6,1,0.4,2.5,0,0.0,1.1,0.0,0.4,0.7,1.3,0.9,1.6,0.1,3.5,0.5,0.5,0,D,"Jan 23, 1999",24,Portugal,€15.00m
87,Niko Gießelmann,796,Union Berlin,31," D(CL),M(L)  ",14(12),1298,2,0.8,18.8,70.6,1.0,1.3,0.0,6.5,0,4,0,0.8,0.8,0,0.2,0.8,0.0,0.2,0.7,0.8,0.3,0.6,0.0,0.9,0.7,0.2,0,D,"Sep 26, 1991",31,Germany,€1.00m
88,Paul Seguin,796,Union Berlin,28," D(R),DMC  ",4(16),677,3,0.5,15.3,70.3,0.4,0.6,0.2,6.41,1,4,0,0.8,0.7,0,0.4,0.2,0.0,0.3,0.4,0.9,0.3,0.7,0.0,0.4,0.5,0.0,0,M,"Mar 29, 1995",28,Germany,€2.50m
89,Sven Michel,796,Union Berlin,32," AM(L),FW  ",2(19),480,1,0.3,7.7,60.2,0.1,0.2,0.0,6.28,3,2,0,0.8,1.2,0,0.1,0.2,0.2,0.3,1.0,0.4,0.0,0.6,0.0,0.2,0.2,0.0,0,FW,"Jul 15, 1990",32,Germany,€900k
90,Morten Thorsby,796,Union Berlin,27, M(CLR)  ,8(16),827,1,0.3,7.8,62.9,0.1,0.1,0.0,6.27,1,3,0,0.4,0.9,0,0.0,0.3,0.0,0.6,0.6,0.9,0.1,0.9,0.0,0.8,0.3,0.2,0,M,"May 5, 1996",27,Norway,€5.50m
91,Niclas Füllkrug,42,Werder Bremen,30, FW  ,28,2479,5,1.2,32.3,63.7,0.1,1.5,0.0,7.38,16,4,0,2.8,5.5,5,1.1,1.7,1.0,1.8,2.6,0.3,0.0,1.2,0.0,0.9,0.4,0.1,0,FW,"Feb 9, 1993",30,Germany,€13.00m
92,Marvin Ducksch,42,Werder Bremen,29," AM(C),FW  ",34,2867,6,1.5,22.9,69.2,1.2,1.1,0.1,7.0,12,4,0,2.8,0.7,2,0.4,0.5,0.4,0.5,1.9,0.2,0.3,0.1,0.0,1.1,0.4,0.1,0,FW,"Mar 7, 1994",29,Germany,€7.50m
93,Mitchell Weiser,42,Werder Bremen,29," D(R),M(R)  ",29(1),2520,9,1.3,33.0,70.0,0.9,1.8,0.2,6.93,2,7,0,0.9,0.8,2,1.4,1.9,0.2,1.4,2.7,2.4,0.9,1.2,0.1,1.0,1.2,0.2,0,D,"Apr 21, 1994",29,Germany,€6.00m
94,Marco Friedl,42,Werder Bremen,25," D(CL),M(L)  ",30,2597,0,0.3,55.9,82.3,0.3,6.1,0.0,6.67,0,8,1,0.2,1.6,0,0.3,0.8,0.1,0.3,0.6,2.1,1.9,0.8,0.7,4.1,0.9,0.6,2,D,"Mar 16, 1998",25,Austria,€7.00m
95,Leonardo Bittencourt,42,Werder Bremen,29," M(CLR),FW  ",22(3),1644,2,0.6,28.4,76.1,0.3,1.0,0.0,6.64,3,10,0,1.0,0.4,0,1.0,1.6,0.1,0.4,1.7,2.1,0.4,1.7,0.0,0.5,1.5,0.0,0,AM,"Dec 19, 1993",29,Germany,€2.80m
96,Niklas Schmidt,42,Werder Bremen,25, AM(C)  ,11(13),1084,0,0.7,23.4,76.5,0.4,2.6,0.0,6.62,3,3,0,0.9,0.6,1,1.4,0.6,0.0,0.5,0.7,1.0,0.2,0.8,0.0,0.4,0.6,0.0,0,AM,"Mar 1, 1998",25,Germany,€2.50m
97,Niklas Stark,42,Werder Bremen,28," D(C),DMC  ",23(4),2082,0,0.1,45.8,82.6,0.0,3.7,0.0,6.59,0,9,0,0.1,1.7,0,0.1,0.7,0.0,0.1,0.4,2.1,1.4,1.5,0.6,4.0,0.6,0.5,0,D,"Apr 14, 1995",28,Germany,€5.50m
98,Amos Pieper,42,Werder Bremen,25, D(C)  ,22(7),1959,1,0.2,40.3,79.0,0.2,2.6,0.0,6.58,2,9,0,0.4,2.3,0,0.0,0.5,0.1,0.3,0.3,1.6,1.0,0.8,0.3,3.0,0.6,0.4,0,D,"Jan 17, 1998",25,Germany,€6.00m
99,Anthony Jung,42,Werder Bremen,31," D(CL),M(L)  ",32(2),2637,5,0.6,34.2,76.6,0.3,1.5,0.0,6.56,2,2,0,0.5,1.1,0,0.4,0.7,0.0,0.5,0.9,1.4,0.6,0.7,0.2,1.7,0.8,0.2,0,D,"Nov 3, 1991",31,Germany,€1.50m
100,Christian Groß,42,Werder Bremen,34," D(C),DMC  ",23(3),1902,1,0.2,32.7,81.2,0.1,1.2,0.0,6.51,1,4,0,0.2,1.0,0,0.6,0.5,0.0,0.3,0.7,2.2,0.9,2.0,0.0,1.4,1.2,0.2,0,DM,"Feb 8, 1989",34,Germany,€500k
101,Milos Veljkovic,42,Werder Bremen,27," D(C),DMC  ",25(4),2265,1,0.2,48.3,81.6,0.0,5.0,0.0,6.51,1,2,0,0.1,2.0,0,0.1,0.3,0.0,0.0,0.1,1.0,1.1,0.8,0.8,3.4,0.4,0.6,0,D,"Sep 26, 1995",27,Serbia,€5.50m
102,Jens Stage,42,Werder Bremen,26, M(C)  ,21(11),1858,3,0.5,18.8,68.1,0.1,0.5,0.0,6.48,3,5,0,0.6,1.6,1,0.3,0.6,0.0,0.3,0.8,1.1,0.5,1.0,0.1,1.0,0.8,0.3,0,M,"Nov 8, 1996",26,Denmark,€5.00m
103,Romano Schmid,42,Werder Bremen,23," AM(CL),FW  ",15(12),1521,3,0.8,26.3,76.8,0.1,1.0,0.1,6.37,1,3,0,0.7,0.7,0,0.6,0.9,0.1,0.9,1.7,0.9,0.3,0.6,0.1,0.4,0.4,0.1,0,AM,"Jan 27, 2000",23,Austria,€4.50m
104,Ilia Gruev,42,Werder Bremen,23, DMC  ,18(13),1588,0,0.3,24.7,86.9,0.2,0.8,0.0,6.31,0,2,0,0.2,0.5,0,0.2,0.4,0.0,0.4,0.6,1.4,0.7,0.9,0.2,0.7,0.4,0.2,0,DM,"May 6, 2000",23,Bulgaria,€3.00m
105,Lee Buchanan,42,Werder Bremen,22," D(L),M(L)  ",2(19),456,0,0.2,10.0,68.2,0.1,0.9,0.0,6.31,1,2,0,0.2,0.4,0,0.0,0.3,0.0,0.1,0.3,0.7,0.6,0.3,0.0,0.8,0.3,0.0,0,D,"Mar 7, 2001",22,England,€3.50m
106,Vincenzo Grifo,50,Freiburg,30, AM(CL)  ,30(3),2427,5,1.7,35.7,78.8,1.0,2.3,0.2,7.26,15,2,0,2.0,0.5,5,1.3,0.9,0.2,0.8,1.3,0.9,0.6,0.2,0.0,0.4,0.5,0.0,0,FW,"Apr 7, 1993",30,Italy,€12.00m
107,Michael Gregoritsch,50,Freiburg,29," AM(CR),FW  ",27(3),2173,4,0.8,17.3,56.6,0.0,0.2,0.0,7.11,10,6,0,2.2,4.7,5,0.4,1.4,0.4,0.7,1.7,0.6,0.2,0.8,0.0,0.3,0.6,0.1,0,FW,"Apr 18, 1994",29,Austria,€8.00m
108,Matthias Ginter,50,Freiburg,29," D(CR),DMC  ",34,3060,1,0.4,55.4,82.9,0.0,4.3,0.0,6.95,4,3,0,0.6,3.5,1,0.1,0.8,0.0,0.1,0.4,1.3,1.0,0.7,0.3,4.4,0.4,0.7,0,D,"Jan 19, 1994",29,Germany,€18.00m
109,Ritsu Doan,50,Freiburg,25," AM(CLR),FW  ",30(3),2445,4,0.8,17.9,72.2,0.3,0.5,0.0,6.9,5,3,0,1.7,0.3,0,1.5,1.6,0.2,1.6,2.3,1.8,0.4,0.9,0.0,0.3,0.9,0.0,0,FW,"Jun 16, 1998",25,Japan,€18.00m
110,Lucas Höler,50,Freiburg,28," AM(CLR),FW  ",16(10),1508,2,0.5,18.0,66.3,0.0,0.3,0.0,6.84,5,1,0,1.2,2.7,2,0.4,1.4,0.3,0.5,1.1,0.7,0.4,0.8,0.0,0.7,0.6,0.2,0,FW,"Jul 10, 1994",28,Germany,€5.00m
111,Philipp Lienhart,50,Freiburg,26, D(C)  ,27(2),2498,0,0.1,54.9,85.4,0.0,4.1,0.0,6.81,1,3,0,0.6,2.2,1,0.1,1.1,0.0,0.0,0.7,1.0,1.2,0.6,0.3,3.2,0.5,0.5,0,D,"Jul 11, 1996",26,Austria,€20.00m
112,Lukas Kübler,50,Freiburg,30," D(CR),M(R)  ",19(3),1648,1,0.3,30.7,70.1,0.3,1.8,0.0,6.81,2,1,0,0.4,1.1,0,0.2,0.7,0.0,0.1,0.6,1.7,1.3,0.8,0.1,2.1,0.5,0.5,0,D,"Aug 30, 1992",30,Germany,€2.50m
113,Mark Flekken,50,Freiburg,30, GK  ,34,3060,0,0.1,39.4,68.5,0.0,9.7,0.0,6.8,0,0,0,0.0,0.2,2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,GK,"Jun 13, 1993",30,Netherlands,€10.00m
114,Nicolas Höfler,50,Freiburg,33," D(C),DMC  ",32,2822,1,0.2,43.1,83.2,0.0,1.5,0.0,6.79,0,9,1,0.7,2.2,1,0.5,1.6,0.0,0.4,1.0,2.1,1.8,2.1,0.1,1.4,1.1,0.4,0,DM,"Mar 9, 1990",33,Germany,€2.50m
115,Maximilian Eggestein,50,Freiburg,26, M(CR)  ,27(4),2459,2,0.8,27.4,77.5,0.1,0.7,0.1,6.68,1,6,0,0.5,1.9,0,0.3,0.7,0.0,0.7,0.7,1.6,1.2,1.0,0.0,0.8,0.6,0.3,0,M,"Dec 8, 1996",26,Germany,€10.00m
116,Christian Günter,50,Freiburg,30," D(L),M(L)  ",31(2),2749,4,1.8,29.4,76.3,1.8,1.8,0.0,6.65,1,5,0,0.8,0.4,1,0.3,0.4,0.2,0.4,0.5,0.9,0.5,1.0,0.2,1.0,0.9,0.1,0,D,"Feb 28, 1993",30,Germany,€7.50m
117,Roland Sallai,50,Freiburg,26," M(CLR),FW  ",10(9),1003,3,0.9,15.7,74.5,0.6,0.3,0.0,6.64,1,6,0,1.7,1.1,1,0.6,1.6,0.2,0.5,1.1,0.6,0.1,1.5,0.0,0.6,0.3,0.1,0,FW,"May 22, 1997",26,Hungary,€10.00m
118,Kiliann Sildillia,50,Freiburg,21," D(CR),M(R)  ",23(4),1977,2,0.4,32.9,74.1,0.2,1.2,0.0,6.43,0,2,1,0.4,1.6,0,0.4,0.2,0.1,0.6,0.8,1.2,0.8,1.4,0.2,1.6,0.4,0.3,0,D,"May 16, 2002",21,France,€12.00m
119,Noah Weißhaupt,50,Freiburg,21, Midfielder  ,3(15),419,1,0.4,7.9,73.4,0.2,0.2,0.1,6.32,0,0,0,0.1,0.2,0,0.4,1.1,0.1,0.2,0.7,0.6,0.3,0.1,0.0,0.4,0.3,0.0,0,FW,"Sep 20, 2001",21,Germany,€4.00m
120,Yannik Keitel,50,Freiburg,23, DMC  ,8(14),678,2,0.2,11.0,78.4,0.0,0.6,0.0,6.28,0,4,0,0.2,0.6,0,0.2,0.1,0.0,0.2,0.3,0.5,0.6,1.0,0.0,0.4,0.1,0.1,0,DM,"Feb 15, 2000",23,Germany,€4.00m
121,Nils Petersen,50,Freiburg,34, FW  ,0(27),257,0,0.0,2.7,44.6,0.0,0.0,0.0,6.1,1,1,0,0.3,0.5,0,0.0,0.1,0.1,0.1,0.6,0.2,0.0,0.2,0.0,0.2,0.1,0.1,0,FW,"Dec 6, 1988",34,Germany,€1.50m
122,Jeremie Frimpong,36,Leverkusen,22," D(R),M(R)  ",32(2),2723,7,1.3,27.5,81.2,0.5,0.5,0.0,7.12,8,4,0,1.1,0.4,4,2.5,1.7,0.2,1.4,2.6,1.6,0.5,0.6,0.1,0.9,0.6,0.1,0,M,"Dec 10, 2000",22,Netherlands,€40.00m
123,Moussa Diaby,36,Leverkusen,23," M(CLR),FW  ",33,2716,8,1.8,26.4,79.2,0.7,0.8,0.2,7.06,9,4,0,2.4,0.1,3,1.5,0.7,0.3,1.3,1.9,0.4,0.2,0.5,0.0,0.1,0.2,0.0,0,FW,"Jul 7, 1999",23,France,€50.00m
124,Robert Andrich,36,Leverkusen,28, M(C)  ,28(1),2409,2,0.6,49.8,83.9,0.1,1.8,0.0,6.87,2,8,0,1.0,1.9,0,0.2,0.7,0.0,0.1,0.7,2.1,1.4,1.2,0.1,1.8,0.7,0.3,1,DM,"Sep 22, 1994",28,Germany,€11.00m
125,Exequiel Palacios,36,Leverkusen,24, M(C)  ,19(6),1656,2,0.6,47.4,85.4,0.1,1.3,0.0,6.82,4,4,0,0.8,0.5,3,0.4,1.6,0.0,1.0,0.8,2.4,1.3,0.9,0.0,1.0,0.8,0.1,0,M,"Oct 5, 1998",24,Argentina,€22.00m
126,Kerem Demirbay,36,Leverkusen,29, M(C)  ,17(8),1548,3,1.2,38.7,82.5,0.9,1.7,0.1,6.69,4,5,0,1.2,0.4,2,0.3,0.9,0.0,0.8,1.0,1.4,0.6,1.2,0.0,0.4,0.6,0.2,0,M,"Jul 3, 1993",29,Germany,€6.00m
127,Amine Adli,36,Leverkusen,23," AM(CLR),FW  ",16(10),1443,3,0.8,20.6,78.1,0.2,0.3,0.0,6.69,5,2,2,1.4,1.1,1,1.0,1.8,0.2,0.7,2.0,0.7,0.2,1.5,0.0,0.2,0.5,0.1,0,FW,"May 10, 2000",23,Morocco,€20.00m
128,Piero Hincapié,36,Leverkusen,21," D(CL),M(L)  ",27(3),2466,1,0.3,55.7,83.2,0.1,1.9,0.1,6.66,1,9,3,0.6,2.0,0,0.5,1.2,0.0,0.3,0.7,1.7,1.0,1.3,0.4,2.5,0.4,0.7,0,D,"Jan 9, 2002",21,Ecuador,€35.00m
129,Edmond Tapsoba,36,Leverkusen,24, D(C)  ,32(1),2872,0,0.2,66.4,85.8,0.0,3.9,0.2,6.64,1,5,0,0.5,1.7,1,0.5,0.5,0.1,0.4,0.5,1.5,1.1,0.8,0.6,3.0,0.4,0.5,1,D,"Feb 2, 1999",24,Burkina Faso,€30.00m
130,Jonathan Tah,36,Leverkusen,27, D(C)  ,28(5),2487,0,0.2,49.4,89.1,0.0,2.0,0.0,6.58,1,6,0,0.3,1.7,1,0.2,0.1,0.1,0.3,0.2,0.8,1.2,0.7,0.6,3.5,0.2,0.5,0,D,"Feb 11, 1996",27,Germany,€20.00m
131,Adam Hlozek,36,Leverkusen,20," AM(CL),FW  ",16(13),1290,3,0.6,10.9,74.4,0.2,0.3,0.0,6.5,5,2,0,1.0,0.8,2,0.3,0.7,0.0,0.8,1.5,0.3,0.2,0.7,0.0,0.3,0.2,0.1,0,FW,"Jul 25, 2002",20,Czech Republic,€18.00m
132,Odilon Kossounou,36,Leverkusen,22, D(CR)  ,17(7),1520,1,0.1,38.7,82.8,0.0,1.2,0.0,6.5,0,3,0,0.1,1.3,0,0.3,0.2,0.0,0.5,0.7,0.9,1.0,0.7,0.1,2.3,0.3,0.5,0,D,"Jan 4, 2001",22,Cote d'Ivoire,€18.00m
133,Sardar Azmoun,36,Leverkusen,28," AM(C),FW  ",8(15),917,1,0.6,10.6,66.0,0.0,0.5,0.1,6.44,4,1,0,1.2,1.0,0,0.3,0.0,0.3,0.4,1.0,0.3,0.1,0.7,0.0,0.6,0.3,0.0,0,FW,"Jan 1, 1995",28,Iran,€12.00m
134,Nadiem Amiri,36,Leverkusen,26, M(CLR)  ,9(16),970,1,0.6,19.4,85.3,0.3,1.0,0.1,6.42,4,6,0,1.0,0.0,0,0.7,1.0,0.2,0.4,0.6,0.6,0.2,0.6,0.0,0.2,0.4,0.0,0,M,"Oct 27, 1996",26,Germany,€6.00m
135,Mitchel Bakker,36,Leverkusen,23," D(L),M(L)  ",19(9),1657,2,0.6,27.8,78.3,0.1,1.1,0.0,6.38,3,4,1,0.6,0.4,0,0.4,0.5,0.1,0.5,0.8,0.6,0.5,0.6,0.1,0.6,0.3,0.1,0,M,"Jun 20, 2000",23,Netherlands,€9.00m
136,Randal Kolo Muani,45,Eintracht Frankfurt,24," AM(R),FW  ",31(1),2648,11,1.3,19.3,67.0,0.1,0.4,0.1,7.29,15,4,1,2.4,1.9,10,2.2,2.2,0.7,2.0,3.4,0.4,0.1,1.6,0.0,0.4,0.3,0.1,0,FW,"Dec 5, 1998",24,France,€80.00m
137,Aurélio Buta,45,Eintracht Frankfurt,26," D(R),M(R)  ",15(3),1325,2,1.0,29.9,77.9,0.7,0.9,0.0,6.81,3,3,0,0.5,1.2,0,0.6,0.9,0.1,0.5,1.3,1.8,0.5,1.7,0.2,1.7,0.7,0.1,0,D,"Feb 10, 1997",26,Portugal,€8.00m
138,Daichi Kamada,45,Eintracht Frankfurt,26," AM(CLR),FW  ",25(7),2271,6,1.1,37.2,83.3,0.4,1.5,0.1,6.8,9,3,0,1.4,0.6,2,0.5,0.8,0.2,0.8,1.0,1.6,0.5,1.3,0.0,0.5,0.8,0.1,0,AM,"Aug 5, 1996",26,Japan,€27.00m
139,Tuta,45,Eintracht Frankfurt,23, D(C)  ,30(1),2717,1,0.2,59.1,80.4,0.1,2.7,0.0,6.72,2,8,0,0.5,1.6,1,0.4,0.6,0.0,0.4,0.9,1.7,1.6,1.1,0.5,4.1,0.8,0.5,0,D,"Jul 4, 1999",23,Brazil,€15.00m
140,Evan Ndicka,45,Eintracht Frankfurt,23, D(CL)  ,30,2693,0,0.1,60.1,86.4,0.0,2.5,0.0,6.67,1,4,0,0.6,2.6,1,0.2,0.5,0.0,0.2,0.6,0.8,1.0,1.0,0.5,4.8,0.5,0.6,1,D,"Aug 20, 1999",23,Cote d'Ivoire,€28.00m
141,Jesper Lindstrøm,45,Eintracht Frankfurt,23," AM(CR),FW  ",22(5),1696,2,0.7,17.0,67.9,0.4,0.1,0.1,6.66,7,2,0,1.7,0.2,2,1.0,0.7,0.1,1.3,2.4,1.0,0.3,0.7,0.0,0.2,0.6,0.1,0,AM,"Feb 29, 2000",23,Denmark,€28.00m
142,Christopher Lenz,45,Eintracht Frankfurt,28," D(L),M(L)  ",13(11),1286,2,1.0,26.1,82.5,0.9,1.2,0.0,6.66,0,1,0,0.5,0.6,0,0.5,0.5,0.0,0.2,0.5,1.2,0.9,0.8,0.2,1.3,0.9,0.1,0,D,"Sep 22, 1994",28,Germany,€2.50m
143,Mario Götze,45,Eintracht Frankfurt,31," M(CLR),FW  ",32,2749,1,1.3,43.8,78.2,0.7,1.3,0.2,6.65,3,6,0,0.8,0.1,0,0.8,1.4,0.1,1.4,1.8,1.3,0.4,0.8,0.0,0.3,1.0,0.0,0,AM,"Jun 3, 1992",31,Germany,€12.00m
144,Djibril Sow,45,Eintracht Frankfurt,26, M(C)  ,30(2),2648,0,0.5,48.1,85.7,0.0,1.7,0.0,6.61,4,9,0,0.9,0.8,0,0.3,1.5,0.0,0.5,0.8,1.3,0.9,1.2,0.0,0.7,0.7,0.1,0,M,"Feb 6, 1997",26,Switzerland,€22.00m
145,Sebastian Rode,45,Eintracht Frankfurt,32," D(R),M(C)  ",19(8),1426,1,0.4,31.2,84.1,0.0,1.1,0.0,6.52,4,6,0,0.3,0.5,0,0.3,0.7,0.0,0.2,0.4,1.4,0.6,0.8,0.0,0.4,1.1,0.1,0,M,"Oct 11, 1990",32,Germany,€2.00m
146,Ansgar Knauff,45,Eintracht Frankfurt,21, M(LR)  ,14(10),1289,1,0.3,20.8,66.7,0.3,0.6,0.0,6.51,1,2,0,0.6,0.4,0,0.9,0.7,0.1,0.4,1.3,1.5,0.6,0.6,0.0,1.0,0.8,0.0,0,FW,"Jan 10, 2002",21,Germany,€8.00m
147,Kristijan Jakic,45,Eintracht Frankfurt,26," D(CR),DMC  ",17(7),1460,0,0.3,37.0,79.3,0.1,1.5,0.0,6.51,1,4,0,0.3,1.2,0,0.3,0.3,0.0,0.3,0.5,1.4,0.6,0.8,0.2,1.9,0.8,0.4,0,DM,"May 14, 1997",26,Croatia,€7.00m
148,Kevin Trapp,45,Eintracht Frankfurt,32, GK  ,33,2970,0,0.0,22.9,65.0,0.0,3.3,0.0,6.44,0,3,0,0.0,0.2,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0,GK,"Jul 8, 1990",32,Germany,€8.50m
149,Makoto Hasebe,45,Eintracht Frankfurt,39," D(CR),M(CR)  ",15(3),1309,0,0.1,55.7,88.0,0.0,3.4,0.1,6.39,0,1,0,0.0,0.8,0,0.0,0.8,0.0,0.1,0.2,1.0,0.9,0.4,0.3,2.5,0.8,0.5,0,D,"Jan 18, 1984",39,Japan,€800k
150,Rafael Borré,45,Eintracht Frankfurt,27," AM(C),FW  ",10(22),1062,2,0.5,12.3,73.0,0.1,0.3,0.0,6.29,2,5,0,0.8,0.8,0,0.5,0.3,0.6,0.4,1.4,0.8,0.1,0.7,0.0,0.3,0.4,0.1,0,FW,"Sep 15, 1995",27,Colombia,€9.00m
151,Lucas Alario,45,Eintracht Frankfurt,30, FW  ,2(18),317,0,0.1,4.3,65.9,0.0,0.1,0.0,6.19,1,0,0,0.6,1.1,0,0.3,0.1,0.3,0.4,0.2,0.2,0.1,0.5,0.0,0.6,0.1,0.0,0,FW,"Oct 8, 1992",30,Argentina,€2.50m
152,Rafal Gikiewicz,1730,Augsburg,35, GK  ,23,2070,0,0.0,44.5,71.0,0.0,9.6,0.0,6.8,0,3,0,0.0,0.3,3,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,1.2,0.0,0.0,0,GK,"Oct 26, 1987",35,Poland,€900k
153,Ermedin Demirovic,1730,Augsburg,25," AM(L),FW  ",30,2383,4,1.0,16.8,51.0,0.2,0.1,0.1,6.76,8,7,1,2.1,2.2,2,0.6,1.0,0.4,1.1,1.8,1.0,0.5,1.6,0.0,1.2,0.4,0.1,0,FW,"Mar 25, 1998",25,Bosnia-Herzegovina,€12.00m
154,Jeffrey Gouweleeuw,1730,Augsburg,31, D(C)  ,32,2797,1,0.4,45.5,70.7,0.1,4.3,0.1,6.62,0,12,0,0.5,2.5,0,0.4,0.3,0.1,0.2,0.8,1.3,1.6,1.1,0.7,4.3,0.8,0.7,1,D,"Jul 10, 1991",31,Netherlands,€3.00m
155,Rubén Vargas,1730,Augsburg,24," AM(CLR),FW  ",13(10),1137,4,0.7,13.2,63.8,0.3,0.3,0.0,6.57,3,4,0,0.9,0.6,0,0.9,0.7,0.1,0.4,1.3,0.7,0.3,0.7,0.0,0.7,0.3,0.1,0,FW,"Aug 5, 1998",24,Switzerland,€6.50m
156,Dion Beljo,1730,Augsburg,21, FW  ,16(2),1140,2,0.8,13.4,65.1,0.1,0.3,0.0,6.57,3,2,0,0.7,2.6,1,0.4,0.6,0.4,1.3,1.8,0.4,0.1,1.4,0.1,0.8,0.6,0.1,0,FW,"Mar 1, 2002",21,Croatia,€6.50m
157,Felix Uduokhai,1730,Augsburg,25, D(C)  ,16(3),1449,1,0.2,38.3,76.3,0.0,2.2,0.0,6.53,0,3,1,0.2,2.3,1,0.3,0.7,0.0,0.3,0.5,1.6,1.5,1.1,0.3,3.2,0.7,0.7,0,D,"Sep 9, 1997",25,Germany,€8.50m
158,Arne Engels,1730,Augsburg,19, M(C)  ,18,1446,3,1.3,28.3,72.1,1.4,1.7,0.1,6.48,0,5,0,0.9,0.6,1,0.2,1.1,0.0,0.4,0.4,1.1,0.8,1.4,0.0,0.6,0.6,0.3,0,M,"Sep 8, 2003",19,Belgium,€7.50m
159,Arne Maier,1730,Augsburg,24, M(CR)  ,24(6),1972,1,0.7,19.4,69.4,0.5,0.9,0.0,6.46,5,3,0,0.9,0.4,1,0.5,0.6,0.1,0.9,1.3,1.0,0.5,0.4,0.1,0.6,0.3,0.0,0,M,"Jan 8, 1999",24,Germany,€6.50m
160,Iago,1730,Augsburg,26," D(L),M(L)  ",19(3),1605,2,0.5,21.9,64.3,0.5,1.4,0.0,6.42,0,4,1,0.4,0.6,0,0.7,0.6,0.0,0.5,1.2,1.5,0.8,0.6,0.4,2.2,0.8,0.2,0,D,"Mar 23, 1997",26,Brazil,€5.50m
161,Mads Pedersen,1730,Augsburg,26," D(L),M(CL)  ",20(8),1840,0,0.5,17.3,73.8,0.3,0.9,0.0,6.41,0,6,0,0.3,0.3,0,0.6,0.8,0.0,0.5,1.2,1.6,0.7,0.8,0.2,1.2,0.4,0.3,0,D,"Sep 1, 1996",26,Denmark,€3.50m
162,Elvis Rexhbecaj,1730,Augsburg,25, M(C)  ,30(1),2536,0,0.4,28.6,69.8,0.0,1.0,0.0,6.39,0,6,0,0.5,1.2,0,0.2,1.6,0.0,0.4,1.1,1.6,0.5,0.9,0.1,1.0,1.0,0.4,1,M,"Nov 1, 1997",25,Germany,€3.50m
163,Robert Gumny,1730,Augsburg,25, D(CLR)  ,23(6),2021,2,0.3,20.7,66.7,0.1,1.2,0.0,6.37,1,5,1,0.3,1.6,0,0.2,0.6,0.0,0.4,0.6,1.2,0.9,1.1,0.2,2.0,0.6,0.2,0,D,"Jun 4, 1998",25,Poland,€3.50m
164,Maximilian Bauer,1730,Augsburg,23, D(C)  ,20(7),1845,1,0.1,27.7,73.1,0.0,2.0,0.0,6.33,0,8,0,0.3,2.6,0,0.1,0.9,0.0,0.2,0.4,1.1,0.9,0.9,0.5,2.9,0.6,0.3,0,D,"Feb 9, 2000",23,Germany,€3.50m
165,Fredrik Jensen,1730,Augsburg,25," AM(CL),FW  ",8(12),922,1,0.7,12.3,58.8,0.3,0.8,0.0,6.33,2,1,0,0.6,1.0,0,0.2,0.4,0.2,1.0,1.2,0.8,0.2,0.8,0.1,0.6,0.3,0.3,0,AM,"Sep 9, 1997",25,Finland,€2.50m
166,Joshua Kimmich,37,Bayern,28," D(CR),DMC,M(R)  ",32(1),2815,6,2.6,75.5,89.7,2.2,4.8,0.3,7.47,5,4,1,0.8,0.5,4,0.4,1.5,0.0,0.8,0.8,2.4,1.2,0.7,0.0,1.1,1.0,0.2,0,D,"Feb 8, 1995",28,Germany,€75.00m
167,Jamal Musiala,37,Bayern,20, M(CL)  ,26(7),2212,10,1.6,30.0,85.4,0.1,0.5,0.1,7.34,12,1,0,2.0,0.4,4,2.3,1.3,0.0,2.1,2.4,1.0,0.6,0.7,0.0,0.1,0.7,0.1,0,AM,"Feb 26, 2003",20,Germany,€110.00m
168,Kingsley Coman,37,Bayern,27," M(LR),FW  ",16(8),1421,5,1.8,29.9,84.7,0.9,0.8,0.1,7.2,8,0,1,2.0,0.5,4,2.0,0.9,0.2,0.8,2.0,0.5,0.1,0.4,0.0,0.3,0.4,0.0,0,FW,"Jun 13, 1996",27,France,€65.00m
169,Benjamin Pavard,37,Bayern,27," D(CLR),M(R)  ",27(3),2432,1,0.6,74.4,89.9,0.4,3.2,0.0,7.17,4,6,0,1.1,2.1,2,0.0,0.6,0.2,0.1,0.4,2.3,1.5,0.9,0.2,2.5,0.4,0.5,0,D,"Mar 28, 1996",27,France,€40.00m
170,Alphonso Davies,37,Bayern,22," D(L),M(LR)  ",24(2),2049,4,1.7,53.0,87.2,0.3,1.4,0.0,7.14,1,0,0,0.7,0.2,2,2.7,1.0,0.1,1.0,1.9,1.7,0.9,0.3,0.2,0.7,0.8,0.2,0,D,"Nov 2, 2000",22,Canada,€70.00m
